Date,PM2.5,PM10,NOx,SO2,CO,O3
25-01-2020 00:00,160.19,260.62,75.65,10.72,0.96,17.02
26-01-2020 00:00,249.27,362.21,91.04,9.94,1.56,16.05
27-01-2020 00:00,263.44,380.6,133.84,10.11,1.63,11.08
28-01-2020 00:00,117.38,148.14,35.1,9.44,0.72,13.2
29-01-2020 00:00,91.96,137.78,41.74,8.4,0.59,15.5
30-01-2020 00:00,105.56,169.24,55.38,10.22,0.58,15.47
31-01-2020 00:00,114.44,182.49,50.27,8.97,0.67,11.5
01-02-2020 00:00,139.92,231.24,61.55,8.95,0.73,16.55
02-02-2020 00:00,146.27,216.11,61.37,8.81,0.73,16.67
03-02-2020 00:00,159.17,259.9,72.96,10.37,1.11,22.38
04-02-2020 00:00,214.92,351.41,106.18,11.6,1,25.36
05-02-2020 00:00,154.55,247.91,49.62,13.47,0.59,20.5
06-02-2020 00:00,135.68,210.91,48.4,10.65,0.73,24
07-02-2020 00:00,155.68,251.8,56.96,11.16,0.77,19.44
08-02-2020 00:00,164.76,231.98,41.57,15.49,0.57,24.63
09-02-2020 00:00,171.3,254.17,50.9,17.91,0.72,24.43
10-02-2020 00:00,202.96,319.18,74.49,14.24,1.27,25.34
11-02-2020 00:00,200.23,335.41,86.15,13.43,1.12,33.25
12-02-2020 00:00,175.02,287.74,40.2,15.64,0.71,38.73
13-02-2020 00:00,100.75,189.68,24.05,20.2,0.62,32.96
14-02-2020 00:00,83.77,193.54,21.23,15.79,0.55,33.26
15-02-2020 00:00,87.94,181.88,25.45,20.42,0.72,39.75
16-02-2020 00:00,160.88,258.39,44.86,26.65,1.03,37.25
17-02-2020 00:00,165.73,288.95,46.24,21.08,0.98,31.13
18-02-2020 00:00,133.67,257.91,49.08,23.05,1.4,33.93
19-02-2020 00:00,154.96,304.79,82.19,20.01,1.97,27.96
20-02-2020 00:00,109.38,258.41,26.9,9.56,0.71,51.76
21-02-2020 00:00,48.29,72.77,20.58,9.92,0.61,30.67
22-02-2020 00:00,72.5,132.73,56.11,17.87,1.14,21.2
23-02-2020 00:00,104.38,178.67,43.62,20.08,0.57,21.02
24-02-2020 00:00,83.23,169.12,57.64,28.2,0.84,23.35
25-02-2020 00:00,142.5,227.29,65.42,24.52,0.9,25.67
26-02-2020 00:00,163.98,288.25,85.11,20.89,1.22,24.99
27-02-2020 00:00,118.46,205.98,40.16,21.53,0.86,26.24
28-02-2020 00:00,88.79,159.83,22.15,16.02,0.63,30.94
29-02-2020 00:00,62.39,114.16,21.51,16.39,0.58,27.23
01-03-2020 00:00,56.52,105.03,38.09,17.71,0.85,32.19
02-03-2020 00:00,109.1,215.92,77.35,20.44,1.07,25.9
03-03-2020 00:00,80.92,177.45,50.41,19.38,0.69,22.08
04-03-2020 00:00,82.71,170.8,40.13,21.38,0.67,33.3
05-03-2020 00:00,39.23,65.27,23.56,14.17,0.56,28.59
06-03-2020 00:00,23.27,39.5,24.24,15.31,0.54,20.92
07-03-2020 00:00,None,89.49,32.03,13.07,0.74,25.68
08-03-2020 00:00,None,177.61,84.72,16.09,1.03,21.04
09-03-2020 00:00,109.13,132.98,37.2,22.46,0.56,25.05
10-03-2020 00:00,95.81,152.35,27.99,25.11,0.59,46.08
11-03-2020 00:00,65.47,109.83,18.35,19.09,0.52,33.82
12-03-2020 00:00,73.64,158.06,36.82,18.77,0.94,26.25
13-03-2020 00:00,68.79,197.79,37.15,20.14,0.49,29.56
14-03-2020 00:00,55.2,72.47,22.28,13.95,0.59,20.82
15-03-2020 00:00,82.73,124.69,44.52,18.23,0.6,29.39
16-03-2020 00:00,74.08,132.27,48.65,21.2,0.6,27.02
17-03-2020 00:00,85.27,149.44,49.98,25.49,0.66,31.88
18-03-2020 00:00,77.71,151.69,40.76,23.65,0.75,34.68
19-03-2020 00:00,113.73,194.58,46.77,25.48,0.79,36.54
20-03-2020 00:00,96.09,195.1,53.5,23,1.2,30.47
21-03-2020 00:00,96.39,197.65,42.33,26.87,0.75,34.57
22-03-2020 00:00,86.46,134.35,17.65,27.27,0.52,36.87
23-03-2020 00:00,67.21,119.11,17.98,None,0.62,40.55
24-03-2020 00:00,65.37,104.93,16.17,None,0.56,27.61
25-03-2020 00:00,41.14,69.69,12.68,20.42,0.5,17.21
26-03-2020 00:00,58.33,81.48,9.78,16.1,0.45,18.74
27-03-2020 00:00,27.98,44.81,8.7,14.92,0.37,17.28
28-03-2020 00:00,25.07,34.7,9.68,None,0.43,15.64
29-03-2020 00:00,31.17,51.94,7.59,16.24,0.36,20.99
30-03-2020 00:00,38.34,60.85,9.2,14.72,0.39,24.39
31-03-2020 00:00,37.2,65.32,9.11,17.63,0.38,27
01-04-2020 00:00,45.29,74.19,9.99,20.27,0.42,24.49
02-04-2020 00:00,32.9,61.58,8.66,15.26,0.38,26.59
03-04-2020 00:00,34.62,60.9,9.8,15.57,0.39,36.23
04-04-2020 00:00,51.88,81,14.12,16.99,0.53,29.99
05-04-2020 00:00,67.94,107.04,13.23,20.87,0.56,32.93
06-04-2020 00:00,70.79,121.98,13.49,20.53,0.54,31.42
07-04-2020 00:00,31.69,97.71,9.42,17.79,0.4,31.43
08-04-2020 00:00,30.12,80.17,9.14,16.46,0.39,35.67
09-04-2020 00:00,38.6,78.1,11.74,18.64,0.49,36.1
10-04-2020 00:00,64.77,109.96,16.9,22.91,0.58,31.42
11-04-2020 00:00,60.73,111.95,12.23,24.02,0.49,38.15
12-04-2020 00:00,38.71,79.17,9.84,14.59,0.45,37.58
13-04-2020 00:00,63.48,118.44,13.02,18.9,0.57,33.91
14-04-2020 00:00,57.23,121.09,15.16,15.88,0.62,38.55
15-04-2020 00:00,59.91,174.1,18.08,13.39,0.61,32.3
16-04-2020 00:00,80.9,189.6,15.64,18.34,0.56,37.37
17-04-2020 00:00,24.67,85.8,8.59,12.82,0.43,46.59
18-04-2020 00:00,28.1,85.96,8.65,12.99,0.47,37.34
19-04-2020 00:00,31.91,53.91,13.97,10.69,0.52,26.97
20-04-2020 00:00,64.02,98.35,17.04,13.07,0.56,20.84
21-04-2020 00:00,42.61,74,10.84,12.75,0.48,35.33
22-04-2020 00:00,70.67,115.1,16.21,16.34,0.65,38.01
23-04-2020 00:00,59.75,107.77,15.05,13.64,0.61,36.58
24-04-2020 00:00,66.4,105.42,14.43,13.98,0.62,41.42
25-04-2020 00:00,24.85,72.69,9.17,11.52,0.41,47.69
26-04-2020 00:00,42.48,101.58,8.94,12.5,0.52,40.01
27-04-2020 00:00,24.75,39.67,7.48,11.16,0.49,43.8
28-04-2020 00:00,39.93,69.06,9.05,12.7,0.61,48.75
29-04-2020 00:00,52.21,88.79,9.69,13.34,0.55,54.13
30-04-2020 00:00,51.48,94.31,10.02,13.12,0.57,55.28
01-05-2020 00:00,62.08,124.73,10.39,14.79,0.63,56.2
02-05-2020 00:00,32.69,90.42,7.72,12.61,0.54,51.93
03-05-2020 00:00,32.65,62.66,8.9,12.63,0.55,39.42
04-05-2020 00:00,33.1,55.23,8.94,13.17,0.54,43.86
05-05-2020 00:00,55.19,89.91,12.8,14.72,0.66,45.15
06-05-2020 00:00,64.83,143.68,12.92,17.05,0.66,50.48
07-05-2020 00:00,36.3,65.98,10.25,13.27,0.51,63.71
08-05-2020 00:00,47.42,88.49,10.87,14.3,0.57,75.12
09-05-2020 00:00,54.4,101.31,9.74,14.82,0.63,78.11
10-05-2020 00:00,41.96,94.15,11.04,13.76,0.6,54.32
11-05-2020 00:00,42.25,71.38,13.13,16.33,0.63,59.45
12-05-2020 00:00,46.96,77.44,11.51,21.66,0.63,67.65
13-05-2020 00:00,72.6,127.77,14.67,22.6,0.73,52.92
14-05-2020 00:00,65.7,105.99,19.1,16.76,0.68,48.23
15-05-2020 00:00,49.49,79.14,16.3,19.81,0.58,47.44
16-05-2020 00:00,57.19,88.08,17.85,23.22,0.66,59.51
17-05-2020 00:00,87.65,127.65,23.14,25.97,0.81,58.1
18-05-2020 00:00,99.82,137.94,22.46,28.02,0.67,62.78
